bioguideId,district,partyName,state,chamber,startYear,endYear,name
M001187,11.0,Republican,North Carolina,House of Representatives,2013,2020,"Meadows, Mark"
P000606,9.0,Republican,North Carolina,House of Representatives,2013,2019,"Pittenger, Robert"
C001099,,Democratic,Massachusetts,Senate,2013,2013,"Cowan, William M."
H001069,,Democratic,North Dakota,Senate,2013,2019,"Heitkamp, Heidi"
B001280,11.0,Republican,Michigan,House of Representatives,2013,2015,"Bentivolio, Kerry L."
D000620,6.0,Democratic,Maryland,House of Representatives,2013,2019,"Delaney, John K."
M001189,6.0,Republican,Indiana,House of Representatives,2013,2019,"Messer, Luke"
B001284,5.0,Republican,Indiana,House of Representatives,2013,2021,"Brooks, Susan W."
E000292,12.0,Democratic,Illinois,House of Representatives,2013,2015,"Enyart, William L."
G000571,2.0,Democratic,Hawaii,House of Representatives,2013,2021,"Gabbard, Tulsi"
C001093,9.0,Republican,Georgia,House of Representatives,2013,2021,"Collins, Doug"
G000573,26.0,Democratic,Florida,House of Representatives,2013,2015,"Garcia, Joe"
R000596,19.0,Republican,Florida,House of Representatives,2013,2014,"Radel, Trey"
M001191,18.0,Democratic,Florida,House of Representatives,2013,2017,"Murphy, Patrick"
D000621,6.0,Republican,Florida,House of Representatives,2013,2018,"DeSantis, Ron"
Y000065,3.0,Republican,Florida,House of Representatives,2013,2021,"Yoho, Ted S."
E000293,5.0,Democratic,Connecticut,House of Representatives,2013,2019,"Esty, Elizabeth H."
N000187,35.0,Democratic,California,House of Representatives,2013,2015,"Negrete McLeod, Gloria"
C001094,8.0,Republican,California,House of Representatives,2013,2020,"Cook, Paul"
B001279,2.0,Democratic,Arizona,House of Representatives,2012,2015,"Barber, Ron"
C001089,11.0,Democratic,Michigan,House of Representatives,2012,2013,"Curson, David Alan"
H000213,36.0,Democratic,California,House of Representatives,2001,2011,"Harman, Jane"
K000360,,Republican,Illinois,Senate,2010,2017,"Kirk, Mark Steven"
R000571,,Republican,Montana,House of Representatives,2001,2013,"Rehberg, Denny"
O000167,,Democratic,Illinois,Senate,2005,2008,"Obama, Barack"
C001073,6.0,Democratic,Louisiana,House of Representatives,2008,2009,"Cazayoux, Donald J., Jr."
C001071,,Republican,Tennessee,Senate,2007,2019,"Corker, Bob"
J000287,1.0,Republican,Louisiana,House of Representatives,2005,2008,"Jindal, Bobby"
W000803,,Democratic,Virginia,Senate,2007,2013,"Webb, Jim"
M001170,,Democratic,Missouri,Senate,2007,2019,"McCaskill, Claire"
S001166,22.0,Republican,Texas,House of Representatives,2005,2007,"Sekula Gibbs, Shelley"
W000792,9.0,Democratic,New York,House of Representatives,1999,2011,"Weiner, Anthony D."
L000568,26.0,Republican,New York,House of Representatives,2009,2011,"Lee, Christopher J."
T000254,,Republican,South Carolina,Senate,1953,2003,"Thurmond, Strom"
A000368,,Republican,New Hampshire,Senate,2011,2017,"Ayotte, Kelly"
O000169,21.0,Democratic,New York,House of Representatives,2009,2015,"Owens, William L."
T000471,9.0,Republican,New York,House of Representatives,2011,2013,"Turner, Robert L."
H001063,44.0,Democratic,California,House of Representatives,2011,2017,"Hahn, Janice"
S001188,3.0,Republican,Indiana,House of Representatives,2010,2017,"Stutzman, Marlin A."
G000561,,Democratic,West Virginia,Senate,2010,2010,"Goodwin, Carte Patrick"
G000560,14.0,Republican,Georgia,House of Representatives,2010,2020,"Graves, Tom"
D000611,1.0,Republican,Hawaii,House of Representatives,2010,2011,"Djou, Charles K."
C001081,12.0,Democratic,Pennsylvania,House of Representatives,2010,2013,"Critz, Mark S."
M001120,12.0,Democratic,Pennsylvania,House of Representatives,1973,2010,"Murtha, John P."
B001268,,Republican,Massachusetts,Senate,2010,2013,"Brown, Scott P."
W000314,19.0,Democratic,Florida,House of Representatives,1997,2010,"Wexler, Robert"
L000572,,Republican,Florida,Senate,2009,2011,"LeMieux, George S."
H001062,26.0,Democratic,New York,House of Representatives,2011,2013,"Hochul, Kathleen C."
M001162,,Republican,Florida,Senate,2005,2009,"Martinez, Mel"
F000457,,Democratic,Minnesota,Senate,2009,2018,"Franken, Al"
T000057,10.0,Democratic,California,House of Representatives,1997,2009,"Tauscher, Ellen O."
M000472,23.0,Republican,New York,House of Representatives,1993,2009,"McHugh, John M."
W000793,1.0,Democratic,Oregon,House of Representatives,1999,2011,"Wu, David"
C000191,7.0,Democratic,Indiana,House of Representatives,1997,2007,"Carson, Julia"
R000587,8.0,Republican,Wisconsin,House of Representatives,2011,2017,"Ribble, Reid J."
D000614,7.0,Republican,Wisconsin,House of Representatives,2011,2019,"Duffy, Sean P."
H001060,5.0,Republican,Virginia,House of Representatives,2011,2017,"Hurt, Robert"
R000589,2.0,Republican,Virginia,House of Representatives,2011,2017,"Rigell, E. Scott"
F000460,27.0,Republican,Texas,House of Representatives,2011,2018,"Farenthold, Blake"
C001082,23.0,Republican,Texas,House of Representatives,2011,2013,"Canseco, Francisco ""Quico"""
F000461,17.0,Republican,Texas,House of Representatives,2011,2021,"Flores, Bill"
F000458,8.0,Republican,Tennessee,House of Representatives,2011,2017,"Fincher, Stephen Lee"
B001273,6.0,Republican,Tennessee,House of Representatives,2011,2019,"Black, Diane"
N000184,,Republican,South Dakota,House of Representatives,2011,2019,"Noem, Kristi L."
M001182,5.0,Republican,South Carolina,House of Representatives,2011,2017,"Mulvaney, Mick"
G000566,4.0,Republican,South Carolina,House of Representatives,2011,2019,"Gowdy, Trey"
B001269,11.0,Republican,Pennsylvania,House of Representatives,2011,2019,"Barletta, Lou"
M001179,12.0,Republican,Pennsylvania,House of Representatives,2011,2019,"Marino, Tom"
M001181,7.0,Republican,Pennsylvania,House of Representatives,2011,2018,"Meehan, Patrick"
R000586,16.0,Republican,Ohio,House of Representatives,2011,2019,"Renacci, James B."
B001276,25.0,Republican,New York,House of Representatives,2011,2013,"Buerkle, Ann Marie"
H001051,22.0,Republican,New York,House of Representatives,2011,2017,"Hanna, Richard L."
G000564,19.0,Republican,New York,House of Representatives,2011,2017,"Gibson, Christopher P."
H001054,19.0,Republican,New York,House of Representatives,2011,2013,"Hayworth, Nan A. S."
G000569,11.0,Republican,New York,House of Representatives,2011,2015,"Grimm, Michael G."
H001055,3.0,Republican,Nevada,House of Representatives,2011,2017,"Heck, Joseph J."
R000594,3.0,Republican,New Jersey,House of Representatives,2011,2015,"Runyan, Jon"
G000570,1.0,Republican,New Hampshire,House of Representatives,2015,2017,"Guinta, Frank C."
B001272,,Republican,North Dakota,House of Representatives,2011,2013,"Berg, Rick"
E000291,2.0,Republican,North Carolina,House of Representatives,2011,2017,"Ellmers, Renee L."
N000186,1.0,Republican,Mississippi,House of Representatives,2011,2015,"Nunnelee, Alan"
C001086,8.0,Republican,Minnesota,House of Representatives,2011,2013,"Cravaack, Chip"
C001085,13.0,Democratic,Michigan,House of Representatives,2011,2013,"Clarke, Hansen"
A000367,3.0,Libertarian,Michigan,House of Representatives,2011,2021,"Amash, Justin"
B001271,1.0,Republican,Michigan,House of Representatives,2011,2017,"Benishek, Dan"
L000574,3.0,Republican,Louisiana,House of Representatives,2011,2013,"Landry, Jeffrey M."
P000602,4.0,Republican,Kansas,House of Representatives,2011,2017,"Pompeo, Mike"
Y000063,3.0,Republican,Kansas,House of Representatives,2011,2019,"Yoder, Kevin"
H001057,1.0,Republican,Kansas,House of Representatives,2011,2017,"Huelskamp, Tim"
R000592,4.0,Republican,Indiana,House of Representatives,2011,2019,"Rokita, Todd"
S001182,17.0,Republican,Illinois,House of Representatives,2011,2013,"Schilling, Robert T."
H001059,14.0,Republican,Illinois,House of Representatives,2011,2019,"Hultgren, Randy"
D000613,10.0,Republican,Illinois,House of Representatives,2015,2017,"Dold, Robert J."
W000811,8.0,Republican,Illinois,House of Representatives,2011,2013,"Walsh, Joe"
L000573,1.0,Republican,Idaho,House of Representatives,2011,2019,"Labrador, Raul R."
H001050,1.0,Democratic,Hawaii,House of Representatives,2011,2019,"Hanabusa, Colleen"
W000810,7.0,Republican,Georgia,House of Representatives,2011,2021,"Woodall, Rob"
R000590,25.0,Republican,Florida,House of Representatives,2011,2013,"Rivera, David"
A000366,24.0,Republican,Florida,House of Representatives,2011,2013,"Adams, Sandy"
W000807,22.0,Republican,Florida,House of Representatives,2011,2013,"West, Allen B."
R000593,15.0,Republican,Florida,House of Representatives,2011,2019,"Ross, Dennis A."
N000185,11.0,Republican,Florida,House of Representatives,2011,2017,"Nugent, Richard B."
S001186,2.0,Republican,Florida,House of Representatives,2011,2015,"Southerland, Steve II"
C001083,,Democratic,Delaware,House of Representatives,2011,2017,"Carney, John C., Jr."
G000562,,Republican,Colorado,Senate,2015,2021,"Gardner, Cory"
T000470,3.0,Republican,Colorado,House of Representatives,2011,2021,"Tipton, Scott  R."
D000612,10.0,Republican,California,House of Representatives,2011,2019,"Denham, Jeff"
Q000024,3.0,Republican,Arizona,House of Representatives,2011,2013,"Quayle, Benjamin"
G000567,2.0,Republican,Arkansas,House of Representatives,2011,2015,"Griffin, Tim"
R000591,2.0,Republican,Alabama,House of Representatives,2011,2021,"Roby, Martha"
K000374,,Democratic,Massachusetts,Senate,2009,2010,"Kirk, Paul Grattan, Jr."
S001163,,Democratic,Colorado,Senate,2005,2009,"Salazar, Ken"
C001041,,Democratic,New York,Senate,2001,2009,"Clinton, Hillary Rodham"
R000581,37.0,Democratic,California,House of Representatives,2007,2013,"Richardson, Laura"
B001262,10.0,Republican,Georgia,House of Representatives,2007,2015,"Broun, Paul C."
M000627,5.0,Democratic,Massachusetts,House of Representatives,1993,2007,"Meehan, Martin T."
K000365,8.0,Democratic,Wisconsin,House of Representatives,2007,2011,"Kagen, Steve"
D000606,1.0,Republican,Tennessee,House of Representatives,2007,2009,"Davis, David"
C001065,10.0,Democratic,Pennsylvania,House of Representatives,2007,2011,"Carney, Christopher P."
M001168,8.0,Democratic,Pennsylvania,House of Representatives,2007,2011,"Murphy, Patrick J."
S001169,7.0,Democratic,Pennsylvania,House of Representatives,2007,2011,"Sestak, Joe"
A000362,4.0,Democratic,Pennsylvania,House of Representatives,2007,2013,"Altmire, Jason"
F000453,5.0,Republican,Oklahoma,House of Representatives,2007,2011,"Fallin, Mary"
S001173,18.0,Democratic,Ohio,House of Representatives,2007,2011,"Space, Zachary T."
S001174,13.0,Democratic,Ohio,House of Representatives,2007,2013,"Sutton, Betty"
W000801,6.0,Democratic,Ohio,House of Representatives,2007,2011,"Wilson, Charles A."
A000363,24.0,Democratic,New York,House of Representatives,2007,2011,"Arcuri, Michael A."
H001039,19.0,Democratic,New York,House of Representatives,2007,2011,"Hall, John J."
H001041,,Republican,Nevada,Senate,2011,2019,"Heller, Dean"
H001043,2.0,Democratic,New Hampshire,House of Representatives,2007,2011,"Hodes, Paul W."
S001170,1.0,Democratic,New Hampshire,House of Representatives,2017,2019,"Shea-Porter, Carol"
S001171,11.0,Democratic,North Carolina,House of Representatives,2007,2013,"Shuler, Heath"
B001256,6.0,Republican,Minnesota,House of Representatives,2007,2015,"Bachmann, Michele"
E000288,5.0,Democratic,Minnesota,House of Representatives,2007,2019,"Ellison, Keith"
W000799,1.0,Democratic,Minnesota,House of Representatives,2007,2019,"Walz, Timothy J."
B001258,2.0,Democratic,Kansas,House of Representatives,2007,2009,"Boyda, Nancy E."
E000289,8.0,Democratic,Indiana,House of Representatives,2007,2011,"Ellsworth, Brad"
D000607,,Democratic,Indiana,Senate,2013,2019,"Donnelly, Joe"
H001040,17.0,Democratic,Illinois,House of Representatives,2007,2011,"Hare, Phil"
R000580,6.0,Republican,Illinois,House of Representatives,2007,2019,"Roskam, Peter J."
S001167,1.0,Republican,Idaho,House of Representatives,2007,2009,"Sali, Bill"
L000565,2.0,Democratic,Iowa,House of Representatives,2007,2021,"Loebsack, David"
B001259,1.0,Democratic,Iowa,House of Representatives,2007,2015,"Braley, Bruce L."
K000366,22.0,Democratic,Florida,House of Representatives,2007,2011,"Klein, Ron"
M001164,16.0,Democratic,Florida,House of Representatives,2007,2009,"Mahoney, Tim"
G000554,8.0,Democratic,Arizona,House of Representatives,2007,2012,"Giffords, Gabrielle"
M001167,5.0,Democratic,Arizona,House of Representatives,2007,2011,"Mitchell, Harry E."
S001153,32.0,Democratic,California,House of Representatives,2001,2009,"Solis, Hilda L."
M001178,20.0,Democratic,New York,House of Representatives,2009,2011,"Murphy, Scott"
P000600,5.0,Democratic,Virginia,House of Representatives,2009,2011,"Perriello, Thomas S.P."
N000183,2.0,Democratic,Virginia,House of Representatives,2009,2011,"Nye, Glenn C."
C001076,3.0,Republican,Utah,House of Representatives,2009,2017,"Chaffetz, Jason"
O000168,22.0,Republican,Texas,House of Representatives,2009,2021,"Olson, Pete"
R000582,1.0,Republican,Tennessee,House of Representatives,2009,2021,"Roe, David P."
P000596,,Democratic,Puerto Rico,House of Representatives,2009,2017,"Pierluisi, Pedro R."
D000608,3.0,Democratic,Pennsylvania,House of Representatives,2009,2011,"Dahlkemper, Kathleen A."
B001263,16.0,Democratic,Ohio,House of Representatives,2009,2011,"Boccieri, John A."
K000372,15.0,Democratic,Ohio,House of Representatives,2009,2011,"Kilroy, Mary Jo"
A000365,7.0,Republican,Ohio,House of Representatives,2009,2013,"Austria, Steve"
D000609,1.0,Democratic,Ohio,House of Representatives,2009,2011,"Driehaus, Steve"
M001173,29.0,Democratic,New York,House of Representatives,2009,2010,"Massa, Eric J. J."
M001171,24.0,Democratic,New York,House of Representatives,2013,2015,"Maffei, Daniel B."
M001174,13.0,Democratic,New York,House of Representatives,2009,2011,"McMahon, Michael E."
T000466,2.0,Democratic,New Mexico,House of Representatives,2009,2011,"Teague, Harry"
L000567,7.0,Republican,New Jersey,House of Representatives,2009,2019,"Lance, Leonard"
A000364,3.0,Democratic,New Jersey,House of Representatives,2009,2011,"Adler, John H."
K000369,8.0,Democratic,North Carolina,House of Representatives,2009,2013,"Kissell, Larry"
H001045,3.0,Republican,Mississippi,House of Representatives,2009,2019,"Harper, Gregg"
P000594,3.0,Republican,Minnesota,House of Representatives,2009,2019,"Paulsen, Erik"
S001178,7.0,Democratic,Michigan,House of Representatives,2009,2011,"Schauer, Mark H."
K000371,1.0,Democratic,Maryland,House of Representatives,2009,2011,"Kratovil, Frank,  Jr."
F000456,4.0,Republican,Louisiana,House of Representatives,2009,2017,"Fleming, John"
C001079,2.0,Republican,Louisiana,House of Representatives,2009,2011,"Cao, Anh ""Joseph"""
J000290,2.0,Republican,Kansas,House of Representatives,2009,2019,"Jenkins, Lynn"
S001179,18.0,Republican,Illinois,House of Representatives,2009,2015,"Schock, Aaron"
H001044,11.0,Democratic,Illinois,House of Representatives,2009,2011,"Halvorson, Deborah L."
M001175,1.0,Democratic,Idaho,House of Representatives,2009,2011,"Minnick, Walter"
K000370,24.0,Democratic,Florida,House of Representatives,2009,2011,"Kosmas, Suzanne M."
R000583,17.0,Republican,Florida,House of Representatives,2009,2019,"Rooney, Thomas J."
G000556,9.0,Democratic,Florida,House of Representatives,2013,2017,"Grayson, Alan"
C001077,6.0,Republican,Colorado,House of Representatives,2009,2019,"Coffman, Mike"
M001172,4.0,Democratic,Colorado,House of Representatives,2009,2011,"Markey, Betsy"
P000598,2.0,Democratic,Colorado,House of Representatives,2009,2019,"Polis, Jared"
H001048,50.0,Republican,California,House of Representatives,2009,2020,"Hunter, Duncan D."
G000557,5.0,Republican,Alabama,House of Representatives,2009,2011,"Griffith, Parker"
B001264,2.0,Democratic,Alabama,House of Representatives,2009,2011,"Bright, Bobby"
K000373,,Democratic,Delaware,Senate,2009,2010,"Kaufman, Edward E."
B001266,,Democratic,Illinois,Senate,2009,2010,"Burris, Roland"
H001049,,Democratic,North Carolina,Senate,2009,2015,"Hagan, Kay R."
J000291,,Republican,Nebraska,Senate,2009,2015,"Johanns, Mike"
B001265,,Democratic,Alaska,Senate,2009,2015,"Begich, Mark"
E000290,4.0,Democratic,Maryland,House of Representatives,2008,2017,"Edwards, Donna F."
C001074,1.0,Democratic,Mississippi,House of Representatives,2008,2011,"Childers, Travis"
T000465,3.0,Democratic,Massachusetts,House of Representatives,2007,2019,"Tsongas, Niki"
D000217,22.0,Republican,Texas,House of Representatives,1985,2007,"DeLay, Tom"
B000461,50.0,Republican,California,House of Representatives,2005,2013,"Bilbray, Brian P."
C001064,45.0,Republican,California,House of Representatives,2005,2015,"Campbell, John"
S001164,2.0,Republican,Ohio,House of Representatives,2005,2013,"Schmidt, Jean"
D000294,,Republican,Ohio,Senate,1995,2007,"DeWine, Mike"
D000064,,Democratic,South Dakota,Senate,1987,2005,"Daschle, Thomas A."
R000146,,Democratic,Nevada,Senate,1987,2017,"Reid, Harry"
R000141,16.0,Republican,Ohio,House of Representatives,1973,2009,"Regula, Ralph"
R000053,13.0,Democratic,New York,House of Representatives,1971,2017,"Rangel, Charles B."
R000033,3.0,Republican,Minnesota,House of Representatives,1991,2009,"Ramstad, Jim"
R000011,3.0,Democratic,West Virginia,House of Representatives,1977,2015,"Rahall, Nick J., II"
R000004,19.0,Republican,California,House of Representatives,1995,2011,"Radanovich, George"
Q000016,27.0,Republican,New York,House of Representatives,1993,2005,"Quinn, Jack"
P000555,15.0,Republican,Ohio,House of Representatives,1993,2009,"Pryce, Deborah"
P000444,10.0,Republican,Illinois,House of Representatives,1979,2001,"Porter, John Edward"
P000422,,Democratic,North Dakota,House of Representatives,1993,2011,"Pomeroy, Earl"
P000419,11.0,Republican,California,House of Representatives,1993,2007,"Pombo, Richard W."
P000326,2.0,Democratic,Virginia,House of Representatives,1987,2001,"Pickett, Owen B."
P000265,6.0,Republican,Wisconsin,House of Representatives,1979,2015,"Petri, Thomas E."
P000258,7.0,Democratic,Minnesota,House of Representatives,1991,2021,"Peterson, Collin C."
P000149,10.0,Democratic,New Jersey,House of Representatives,1989,2012,"Payne, Donald M."
P000583,14.0,Republican,Texas,House of Representatives,1997,2013,"Paul, Ron"
P000099,7.0,Democratic,Arizona,House of Representatives,1991,2015,"Pastor, Ed"
P000005,48.0,Republican,California,House of Representatives,1983,2001,"Packard, Ron"
O000163,4.0,Republican,Ohio,House of Representatives,1981,2007,"Oxley, Michael G."
O000159,11.0,Democratic,New York,House of Representatives,1983,2007,"Owens, Major R."
O000107,27.0,Democratic,Texas,House of Representatives,1983,2011,"Ortiz, Solomon P."
O000007,7.0,Democratic,Wisconsin,House of Representatives,1969,2011,"Obey, David R."
O000006,8.0,Democratic,Minnesota,House of Representatives,1975,2011,"Oberstar, James L."
N000172,1.0,Republican,Iowa,House of Representatives,1991,2007,"Nussle, Jim"
N000159,10.0,Republican,Georgia,House of Representatives,1995,2007,"Norwood, Charles W."
I000055,,Republican,Georgia,Senate,2005,2019,"Isakson, Johnny"
D000595,,Republican,South Carolina,Senate,2005,2013,"DeMint, Jim"
C001038,14.0,Democratic,New York,House of Representatives,1999,2019,"Crowley, Joseph"
H001029,8.0,Republican,North Carolina,House of Representatives,1999,2009,"Hayes, Robin"
W000791,2.0,Republican,Oregon,House of Representatives,1999,2021,"Walden, Greg"
U000038,,Democratic,Colorado,Senate,2009,2015,"Udall, Mark"
T000458,6.0,Republican,Colorado,House of Representatives,1999,2009,"Tancredo, Thomas G."
S001149,20.0,Republican,New York,House of Representatives,1999,2007,"Sweeney, John E."
S001146,10.0,Republican,Pennsylvania,House of Representatives,1999,2007,"Sherwood, Don"
R000569,26.0,Republican,New York,House of Representatives,1999,2009,"Reynolds, Thomas M."
P000584,19.0,Democratic,Illinois,House of Representatives,1999,2003,"Phelps, David D."
O000164,3.0,Republican,California,House of Representatives,1999,2005,"Ose, Doug"
M001139,31.0,Republican,California,House of Representatives,1999,2015,"Miller, Gary G."
K000357,36.0,Republican,California,House of Representatives,1999,2001,"Kuykendall, Steven T."
J000284,11.0,Democratic,Ohio,House of Representatives,1999,2008,"Jones, Stephanie Tubbs"
H001032,12.0,Democratic,New Jersey,House of Representatives,1999,2015,"Holt, Rush"
H001031,13.0,Democratic,Pennsylvania,House of Representatives,1999,2005,"Hoeffel, Joseph M."
H001030,9.0,Democratic,Indiana,House of Representatives,2007,2011,"Hill, Baron P."
B001232,13.0,Republican,Illinois,House of Representatives,1999,2013,"Biggert, Judy"
B001231,1.0,Democratic,Nevada,House of Representatives,1999,2013,"Berkley, Shelley"
V000126,,Republican,Ohio,Senate,1999,2011,"Voinovich, George V."
E000286,,Democratic,North Carolina,Senate,1999,2005,"Edwards, John"
B001233,,Democratic,Indiana,Senate,1999,2011,"Bayh, Evan"
F000442,,Republican,Illinois,Senate,1999,2005,"Fitzgerald, Peter"
V000127,,Republican,Louisiana,Senate,2005,2017,"Vitter, David"
U000039,,Democratic,New Mexico,Senate,2009,2021,"Udall, Tom"
T000459,2.0,Republican,Nebraska,House of Representatives,1999,2015,"Terry, Lee"
S001147,4.0,Democratic,Mississippi,House of Representatives,1999,2003,"Shows, Ronnie"
C001037,7.0,Democratic,Massachusetts,House of Representatives,1999,2019,"Capuano, Michael E."
F000441,6.0,Republican,Kentucky,House of Representatives,1999,2003,"Fletcher, Ernie"
L000558,4.0,Democratic,Kentucky,House of Representatives,1999,2005,"Lucas, Ken"
M001140,3.0,Democratic,Kansas,House of Representatives,1999,2011,"Moore, Dennis"
R000570,1.0,Republican,Wisconsin,House of Representatives,1999,2019,"Ryan, Paul D."
G000545,8.0,Republican,Wisconsin,House of Representatives,1999,2007,"Green, Mark"
B001229,3.0,Democratic,Washington,House of Representatives,1999,2011,"Baird, Brian"
G000544,20.0,Democratic,Texas,House of Representatives,1999,2013,"Gonzalez, Charles A."
S001141,,Republican,Alabama,Senate,1997,2017,"Sessions, Jeff"
H001028,,Republican,Nebraska,Senate,1997,2009,"Hagel, Chuck"
E000285,,Republican,Wyoming,Senate,1997,2021,"Enzi, Michael B."
C001034,,Democratic,Georgia,Senate,1997,2003,"Cleland, Max"
W000789,1.0,Republican,New Mexico,House of Representatives,1997,2009,"Wilson, Heather"
W000315,2.0,Democratic,Rhode Island,House of Representatives,1997,2001,"Weygand, Robert A."
T000424,2.0,Democratic,Texas,House of Representatives,1997,2005,"Turner, Jim"
T000266,6.0,Democratic,Massachusetts,House of Representatives,1997,2015,"Tierney, John F."
S001078,,Republican,New Hampshire,Senate,2003,2009,"Sununu, John E."
S000672,2.0,Democratic,Arkansas,House of Representatives,1997,2011,"Snyder, Vic"
S000364,15.0,Republican,Illinois,House of Representatives,1997,2021,"Shimkus, John"
S000112,4.0,Republican,Colorado,House of Representatives,1997,2003,"Schaffer, Bob"
S000044,1.0,Democratic,Texas,House of Representatives,1997,2005,"Sandlin, Max"
S000030,46.0,Democratic,California,House of Representatives,1997,2017,"Sanchez, Loretta"
R000566,2.0,Republican,Kansas,House of Representatives,1997,2007,"Ryun, Jim"
R000462,9.0,Democratic,New Jersey,House of Representatives,1997,2013,"Rothman, Steven R."
R000386,27.0,Republican,California,House of Representatives,1997,2001,"Rogan, James E."
R000568,23.0,Democratic,Texas,House of Representatives,2007,2011,"Rodriguez, Ciro D."
R000258,3.0,Republican,Alabama,House of Representatives,1997,2003,"Riley, Bob"
R000170,16.0,Democratic,Texas,House of Representatives,1997,2013,"Reyes, Silvestre"
P000373,16.0,Republican,Pennsylvania,House of Representatives,1997,2017,"Pitts, Joseph R."
P000323,3.0,Republican,Mississippi,House of Representatives,1997,2009,"Pickering, Charles W. ""Chip"""
P000263,5.0,Republican,Pennsylvania,House of Representatives,1997,2009,"Peterson, John E."
P000171,7.0,Republican,Indiana,House of Representatives,1997,2001,"Pease, Edward A."
N000143,3.0,Republican,Kentucky,House of Representatives,1997,2007,"Northup, Anne M."
M000485,7.0,Democratic,North Carolina,House of Representatives,1997,2015,"McIntyre, Mike"
M000309,4.0,Democratic,New York,House of Representatives,1997,2015,"McCarthy, Carolyn"
M000090,5.0,Democratic,Connecticut,House of Representatives,1997,2003,"Maloney, James H."
L000043,22.0,Democratic,Texas,House of Representatives,2007,2009,"Lampson, Nick"
K000336,10.0,Democratic,Ohio,House of Representatives,1997,2013,"Kucinich, Dennis J."
K000180,13.0,Democratic,Michigan,House of Representatives,1997,2011,"Kilpatrick, Carolyn C."
J000110,7.0,Democratic,Louisiana,House of Representatives,1997,2005,"John, Christopher"
J000082,1.0,Republican,Tennessee,House of Representatives,1997,2007,"Jenkins, William L."
H001014,3.0,Republican,Arkansas,House of Representatives,1997,2001,"Hutchinson, Asa"
H000948,9.0,Republican,Missouri,House of Representatives,1997,2009,"Hulshof, Kenny C."
H000762,5.0,Democratic,Oregon,House of Representatives,1997,2009,"Hooley, Darlene"
H000636,15.0,Democratic,Texas,House of Representatives,1997,2017,"Hinojosa, Ruben"
H000605,,Republican,Montana,House of Representatives,1997,2001,"Hill, Rick"
G000280,5.0,Republican,Virginia,House of Representatives,1997,2009,"Goode, Virgil H., Jr."
G000152,2.0,Republican,Nevada,House of Representatives,1997,2007,"Gibbons, Jim"
F000440,13.0,Republican,New York,House of Representatives,1997,2009,"Fossella, Vito"
F000262,9.0,Democratic,Tennessee,House of Representatives,1997,2007,"Ford, Harold E., Jr."
E000226,2.0,Democratic,North Carolina,House of Representatives,1997,2011,"Etheridge, Bob"
E000172,8.0,Republican,Missouri,House of Representatives,1997,2013,"Emerson, Jo Ann"
D000114,11.0,Democratic,Florida,House of Representatives,1997,2007,"Davis, Jim"
C000735,5.0,Republican,Louisiana,House of Representatives,1997,2003,"Cooksey, John"
C000722,2.0,Republican,Utah,House of Representatives,1997,2001,"Cook, Merrill"
C000380,,Democratic,Virgin Islands,House of Representatives,1997,2015,"Christensen, Donna M."
C001036,24.0,Democratic,California,House of Representatives,1997,2017,"Capps, Lois"
B001227,1.0,Democratic,Pennsylvania,House of Representatives,1997,2019,"Brady, Robert A."
B000716,2.0,Democratic,Florida,House of Representatives,1997,2011,"Boyd, Allen"
B000652,3.0,Democratic,Iowa,House of Representatives,1997,2013,"Boswell, Leonard L."
B001228,45.0,Republican,California,House of Representatives,1997,2013,"Bono Mack, Mary"
B000518,5.0,Democratic,Illinois,House of Representatives,1997,2003,"Blagojevich, Rod R."
A000357,1.0,Democratic,Maine,House of Representatives,1997,2009,"Allen, Thomas H."
W000288,,Democratic,Minnesota,Senate,1991,2002,"Wellstone, Paul D."
T000457,,Republican,Tennessee,Senate,1994,2003,"Thompson, Fred"
B000382,,Republican,Utah,Senate,1993,2011,"Bennett, Robert F."
A000356,,Republican,Missouri,Senate,1995,2001,"Ashcroft, John"
A000355,,Republican,Michigan,Senate,1995,2001,"Abraham, Spencer"
Y000031,13.0,Republican,Florida,House of Representatives,1971,2013,"Young, C. W. Bill"
W000784,4.0,Democratic,Maryland,House of Representatives,1993,2008,"Wynn, Albert Russell"
W000738,6.0,Democratic,California,House of Representatives,1993,2013,"Woolsey, Lynn C."
W000672,10.0,Republican,Virginia,House of Representatives,1981,2015,"Wolf, Frank R."
W000654,2.0,Democratic,West Virginia,House of Representatives,1983,2001,"Wise, Robert E., Jr."
W000413,1.0,Republican,Kentucky,House of Representatives,1995,2016,"Whitfield, Ed"
W000273,11.0,Republican,Illinois,House of Representatives,1995,2009,"Weller, Jerry"
W000267,15.0,Republican,Florida,House of Representatives,1995,2009,"Weldon, Dave"
W000268,7.0,Republican,Pennsylvania,House of Representatives,1987,2007,"Weldon, Curt"
W000215,33.0,Democratic,California,House of Representatives,1975,2015,"Waxman, Henry A."
W000210,4.0,Republican,Oklahoma,House of Representatives,1995,2003,"Watts, J. C., Jr."
W000207,12.0,Democratic,North Carolina,House of Representatives,1993,2014,"Watt, Melvin L."
W000194,3.0,Republican,Oklahoma,House of Representatives,1997,2003,"Watkins, Wes"
W000119,3.0,Republican,Tennessee,House of Representatives,1995,2011,"Wamp, Zach"
W000099,25.0,Republican,New York,House of Representatives,1989,2009,"Walsh, James T."
V000108,1.0,Democratic,Indiana,House of Representatives,1985,2021,"Visclosky, Peter J."
