bioguideId,congress,type,number,introducedDate,actionDate,PolicyArea_name,Latest_Action_text,url,congress_type_number,title
r000600,118,HR,6061,2023-10-25,2023-10-25,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/6061?format=json,118_HR_6061,"To amend the Immigration and Nationality Act to waive certain naturalization requirements for United States nationals, and for other purposes."
r000600,115,HR,5026,2018-02-14,2018-03-08,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/5026?format=json,115_HR_5026,"To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes."
r000600,115,HR,3993,2017-10-06,2017-10-16,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/3993?format=json,115_HR_3993,American Samoa Investment Act of 2017
r000600,116,HR,3482,2019-06-25,2019-07-30,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/3482?format=json,116_HR_3482,"To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes."
r000600,116,HR,1208,2019-02-13,2019-03-25,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/1208?format=json,116_HR_1208,"To amend the Immigration and Nationality Act to waive certain requirements for naturalization for American Samoan United States nationals to become United States citizens, and for other purposes."
r000600,116,HR,1206,2019-02-13,2019-03-25,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/1206?format=json,116_HR_1206,"To amend the Immigration and Nationality Act to clarify that noncitizen nationals of the United States who are children of United States citizens are eligible for United States citizenship, and for other purposes."
r000600,116,HR,1207,2019-02-13,2019-03-25,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/1207?format=json,116_HR_1207,U.S. Nationals Employment Act of 2019
r000600,117,HR,1941,2021-03-16,2021-05-18,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/117/hr/1941?format=json,117_HR_1941,"To amend the Immigration and Nationality Act to waive certain naturalization requirements for United States nationals, and for other purposes."
s000701,93,S,420,1973-01-18,1973-01-18,"Arts, Culture, Religion",Referred to Senate Committee on Rules and Administration.,https://api.congress.gov/v3/bill/93/s/420?format=json,93_S_420,"A bill to designate the University College library, the University of Alabama in Birmingham, Ala., as a depository of Government publications."
s000701,94,S,3351,1976-04-29,1976-04-29,Immigration,Referred to Senate Committee on Foreign Relations.,https://api.congress.gov/v3/bill/94/s/3351?format=json,94_S_3351,A bill to authorize special agents of the Department of State to make arrests during the investigation of passport and visa law violations and to carry firearms.
b000615,96,HR,5853,1979-11-09,1979-11-09,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hr/5853?format=json,96_HR_5853,"A bill to amend the Immigration and Nationality Act to provide for the annual review of immigrant student visas, for the automatic review of such a visa whenever the student is convicted of a criminal offense, and to make a nonimmigrant student who is convicted of a criminal offense subject to deportation."
b000615,96,HR,3327,1979-03-29,1979-03-29,Immigration,Referred to House Committee on Interstate and Foreign Commerce.,https://api.congress.gov/v3/bill/96/hr/3327?format=json,96_HR_3327,"A bill to amend Public Law 94-484, the Health Professions Educational Assistance Act of 1976, as amended, relating to the immigration of foreign medical graduates."
b000615,97,HJRES,492,1982-05-25,1982-09-24,"Arts, Culture, Religion",See S.J.Res.205.,https://api.congress.gov/v3/bill/97/hjres/492?format=json,97_HJRES_492,"A joint resolution to designate September, 1982 as ""National Sewing Month""."
b000615,99,HR,1021,1985-02-07,1985-03-06,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/99/hr/1021?format=json,99_HR_1021,A bill to amend the Immigration and Nationality Act to provide for a program for the waiver of the visa requirement in the case of nonimmigrant tourists from certain countries.
b000615,100,HR,2538,1987-05-28,1987-06-15,"Arts, Culture, Religion",Referred to Subcommittee on Consumer Affairs and Coinage.,https://api.congress.gov/v3/bill/100/hr/2538?format=json,100_HR_2538,A bill to award a congressional gold medal to Roy Acuff.
c001105,115,HR,3697,2017-09-07,2017-09-18,Immigration,Received in the Senate and Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/115/hr/3697?format=json,115_HR_3697,Criminal Alien Gang Member Removal Act
h001042,118,SRES,637,2024-04-11,2024-04-11,"Arts, Culture, Religion","Referred to the Committee on Health, Education, Labor, and Pensions. (text: CR S2721)",https://api.congress.gov/v3/bill/118/sres/637?format=json,118_SRES_637,"A resolution expressing support for the staff of public, school, academic, and special libraries in the United States and the essential services those libraries provide to communities, recognizing the need for funding commensurate with the broad scope of social service and community supports provided by libraries, preserving the right of all citizens of the United States to freely access information and resources in their communities, supporting a strong union voice for library workers, and defending the civil rights of library staff."
h001042,118,SRES,382,2023-09-28,2023-09-28,"Arts, Culture, Religion",Referred to the Committee on the Judiciary. (text: CR S4764-4765),https://api.congress.gov/v3/bill/118/sres/382?format=json,118_SRES_382,A resolution recognizing the month of October 2023 as Filipino American History Month and celebrating the history and culture of Filipino Americans and their immense contributions to the United States.
h001042,118,SRES,506,2023-12-14,2023-12-14,Immigration,Referred to the Committee on the Judiciary. (text: CR S6002),https://api.congress.gov/v3/bill/118/sres/506?format=json,118_SRES_506,A resolution commemorating the 80th anniversary of the repeal of the Chinese Exclusion Act of 1882.
h001042,118,S,3065,2023-10-17,2023-10-17,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/3065?format=json,118_S_3065,Fair Day in Court for Kids Act of 2023
h001042,118,S,1747,2023-05-18,2023-05-18,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/1747?format=json,118_S_1747,Neighbors Not Enemies Act
h001042,118,S,1301,2023-04-26,2023-04-26,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/1301?format=json,118_S_1301,Partner with Korea Act
h001042,118,S,1263,2023-04-25,2023-04-25,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/1263?format=json,118_S_1263,Filipino Veterans Family Reunification Act of 2023
h001042,118,S,792,2023-03-14,2023-03-14,Immigration,Read twice and referred to the Committee on Finance.,https://api.congress.gov/v3/bill/118/s/792?format=json,118_S_792,Compact Impact Fairness Act of 2023
h001042,117,SRES,825,2022-10-11,2022-10-11,Immigration,Referred to the Committee on the Judiciary. (text: CR S6472-6473),https://api.congress.gov/v3/bill/117/sres/825?format=json,117_SRES_825,A resolution recognizing the month of October 2022 as Filipino American History Month and celebrating the history and culture of Filipino Americans and their immense contributions to the United States.
h001042,117,SRES,653,2022-05-26,2022-07-12,Immigration,Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (consideration: CR S3243; text: 5/26/2022 CR S2757-2758),https://api.congress.gov/v3/bill/117/sres/653?format=json,117_SRES_653,"A resolution recognizing the significance of Asian/Pacific American Heritage Month as an important time to celebrate the significant contributions of Asian Americans, Native Hawaiians, and Pacific Islanders to the history of the United States."
h001042,117,SRES,247,2021-05-27,2021-05-27,Immigration,Referred to the Committee on the Judiciary. (text: CR S3902),https://api.congress.gov/v3/bill/117/sres/247?format=json,117_SRES_247,A resolution recognizing the significance of Asian/Pacific American Heritage Month as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.
h001042,117,S,3690,2022-02-17,2022-02-17,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/3690?format=json,117_S_3690,Neighbors Not Enemies Act
h001042,117,S,3108,2021-10-28,2021-10-28,Immigration,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S7463),https://api.congress.gov/v3/bill/117/s/3108?format=json,117_S_3108,Fair Day in Court for Kids Act of 2021
h001042,117,SRES,432,2021-10-28,2021-10-28,Immigration,Referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S7464-7465; text: CR S7464),https://api.congress.gov/v3/bill/117/sres/432?format=json,117_SRES_432,A resolution recognizing the month of October 2021 as Filipino American History Month and celebrating the history and culture of Filipino Americans and their immense contributions to the United States.
h001042,117,S,1930,2021-05-27,2021-05-27,Immigration,Read twice and referred to the Committee on Finance.,https://api.congress.gov/v3/bill/117/s/1930?format=json,117_S_1930,Compact Impact Fairness Act of 2021
h001042,117,S,1708,2021-05-19,2021-05-19,Immigration,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S2783-2784),https://api.congress.gov/v3/bill/117/s/1708?format=json,117_S_1708,Filipino Veterans Family Reunification Act of 2021
h001042,116,S,2482,2019-09-17,2019-09-17,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/2482?format=json,116_S_2482,Protect American Values Act
h001042,116,SRES,761,2020-10-26,2020-10-26,Immigration,Referred to the Committee on the Judiciary. (text: CR S6599-6600),https://api.congress.gov/v3/bill/116/sres/761?format=json,116_SRES_761,A resolution recognizing the month of October 2020 as Filipino American History Month and celebrating the history and culture of Filipino Americans and their immense contributions to the United States.
h001042,116,S,4837,2020-10-21,2020-10-21,Immigration,Read twice and referred to the Committee on the Judiciary. (Sponsor introductory remarks on measure: CR S6380),https://api.congress.gov/v3/bill/116/s/4837?format=json,116_S_4837,Neighbors Not Enemies Act
h001042,116,SRES,589,2020-05-20,2020-05-20,"Arts, Culture, Religion",Referred to the Committee on the Judiciary. (text: CR S2445-2555),https://api.congress.gov/v3/bill/116/sres/589?format=json,116_SRES_589,A resolution recognizing the significance of Asian/Pacific American Heritage Month as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.
h001042,116,S,1598,2019-05-22,2019-05-22,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/1598?format=json,116_S_1598,Filipino Veterans Family Reunification Act of 2019
h001042,116,SRES,401,2019-10-31,2019-10-31,Immigration,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S6357; text: CR S6342-6343)",https://api.congress.gov/v3/bill/116/sres/401?format=json,116_SRES_401,A resolution recognizing the month of October 2019 as Filipino American History Month and celebrating the history and culture of Filipino Americans and their immense contributions to the United States.
h001042,116,SRES,218,2019-05-22,2019-05-22,"Arts, Culture, Religion",Referred to the Committee on the Judiciary. (text: CR S3063-3064),https://api.congress.gov/v3/bill/116/sres/218?format=json,116_SRES_218,A resolution recognizing the significance of Asian/Pacific American Heritage Month as an important time to celebrate the significant contributions of Asian Americans and Pacific Islanders to the history of the United States.
h001042,116,S,662,2019-03-05,2019-03-05,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/662?format=json,116_S_662,Fair Day in Court for Kids Act of 2019
h001042,116,S,663,2019-03-05,2019-03-05,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/663?format=json,116_S_663,Immigration Court Improvement Act of 2019
h001042,116,S,661,2019-03-05,2019-03-05,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/661?format=json,116_S_661,Child Trafficking Victims Protection and Welfare Act of 2019
h001042,115,S,3558,2018-10-05,2018-10-05,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/115/s/3558?format=json,115_S_3558,Child Trafficking Victims Protection and Welfare Act
w000816,118,HR,7733,2024-03-19,2024-03-19,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/7733?format=json,118_HR_7733,Identifying Potential Terrorist at the Border Act of 2024
w000816,118,HR,7402,2024-02-15,2024-02-15,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/7402?format=json,118_HR_7402,Operation Lone Star Reimbursement Act
w000816,118,HR,7074,2024-01-22,2024-01-22,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/7074?format=json,118_HR_7074,State of Texas Operational Protections Act
w000816,118,HR,7057,2024-01-18,2024-01-18,Immigration,Referred to the House Committee on Financial Services.,https://api.congress.gov/v3/bill/118/hr/7057?format=json,118_HR_7057,Evaluating Financial Impacts of Illegal Immigration Act
w000816,118,HR,7058,2024-01-18,2024-01-18,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hr/7058?format=json,118_HR_7058,Border Security Reserve Fund Act
w000816,118,HR,6170,2023-11-01,2023-11-01,Immigration,Referred to the Subcommittee on Border Security and Enforcement.,https://api.congress.gov/v3/bill/118/hr/6170?format=json,118_HR_6170,Border Security and Terrorism Prevention Act
w000816,118,HR,2738,2023-04-20,2023-04-20,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/hr/2738?format=json,118_HR_2738,Make the Migrant Protection Protocols Mandatory Act of 2023
w000816,117,HR,5294,2021-09-20,2022-11-01,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/117/hr/5294?format=json,117_HR_5294,Make the Migrant Protection Protocols Mandatory Act of 2021
w000816,114,HRES,533,2015-11-18,2015-12-04,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hres/533?format=json,114_HRES_533,"Expressing disapproval of the President's plan to accept 10,000 Syrian refugees."
m000845,96,HJRES,352,1979-06-04,1979-06-04,"Arts, Culture, Religion",Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hjres/352?format=json,96_HJRES_352,A joint resolution proposing an amendment to the Constitution of the United States.
g000550,113,HR,477,2013-02-04,2013-02-28,Immigration,Referred to the Subcommittee on Immigration And Border Security.,https://api.congress.gov/v3/bill/113/hr/477?format=json,113_HR_477,Nuclear Family Priority Act
g000550,113,HR,478,2013-02-04,2013-02-28,Immigration,Referred to the Subcommittee on Immigration And Border Security.,https://api.congress.gov/v3/bill/113/hr/478?format=json,113_HR_478,E-Verify Modernization Act of 2013
g000550,112,HR,692,2011-02-14,2011-02-28,Immigration,Referred to the Subcommittee on Immigration Policy and Enforcement.,https://api.congress.gov/v3/bill/112/hr/692?format=json,112_HR_692,Nuclear Family Priority Act
g000550,112,HR,693,2011-02-14,2011-02-28,Immigration,Referred to the Subcommittee on Immigration Policy and Enforcement.,https://api.congress.gov/v3/bill/112/hr/693?format=json,112_HR_693,E-Verify Modernization Act of 2011
g000550,109,HR,6283,2006-09-29,2006-09-29,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/6283?format=json,109_HR_6283,Nuclear Family Priority Act
g000550,109,HR,5406,2006-05-17,2006-05-17,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/5406?format=json,109_HR_5406,"To suspend the visa waiver program until certain entry-exit control requirements are met, and for other purposes."
g000550,111,HR,878,2009-02-04,2009-03-16,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/111/hr/878?format=json,111_HR_878,Nuclear Family Priority Act
g000550,110,HR,1342,2007-03-06,2007-07-16,Immigration,"Sponsor introductory remarks on measure. (CR H7837, H7840)",https://api.congress.gov/v3/bill/110/hr/1342?format=json,110_HR_1342,Secure Entry Act
g000550,110,HR,938,2007-02-08,2007-03-01,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/938?format=json,110_HR_938,Nuclear Family Priority Act
l000417,98,HR,5924,1984-06-25,1984-08-17,"Arts, Culture, Religion","Executive Comment Requested from Justice, State, Natl Endow for Arts.",https://api.congress.gov/v3/bill/98/hr/5924?format=json,98_HR_5924,Cultural Property Repose Act of 1984
l000417,98,HR,1798,1983-03-02,1984-08-17,"Arts, Culture, Religion","Executive Comment Requested from Justice, State, Natl Endow for Arts.",https://api.congress.gov/v3/bill/98/hr/1798?format=json,98_HR_1798,Cultural Property Repose Act of 1983
r000591,114,HR,31,2015-01-06,2015-01-28,Immigration,Referred to the Subcommittee on Border and Maritime Security.,https://api.congress.gov/v3/bill/114/hr/31?format=json,114_HR_31,Prevention of Executive Amnesty Act of 2015
l000552,109,HR,6082,2006-09-14,2006-09-14,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/6082?format=json,109_HR_6082,Lebanese Temporary Protected Status Act of 2006
l000552,106,HR,1844,1999-05-18,1999-05-25,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/106/hr/1844?format=json,106_HR_1844,Lebanese Adjustment Act
a000374,115,HR,639,2017-01-24,2017-02-08,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/639?format=json,115_HR_639,Electronic Notification Improvement Act of 2017
l000381,96,HR,2934,1979-03-14,1979-03-14,Immigration,Referred to House Committee on Ways and Means.,https://api.congress.gov/v3/bill/96/hr/2934?format=json,96_HR_2934,A bill to amend title XVI of the Social Security Act to provide that an alien may not be paid supplemental security income benefits unless he not only is a permanent resident of the United States but has also continuously resided in the United States for at least one year.
l000381,97,HR,2097,1981-02-25,1981-06-09,Immigration,Referred to Subcommittee on Rules of the House.,https://api.congress.gov/v3/bill/97/hr/2097?format=json,97_HR_2097,A bill to amend the Immigration and Nationality Act to provide for a one-House congressional veto of Presidential determinations that the number of refugee admissions in a fiscal year should exceed fifty thousand.
p000149,112,HRES,555,2012-02-16,2012-02-16,"Arts, Culture, Religion",Referred to the House Committee on Education and the Workforce.,https://api.congress.gov/v3/bill/112/hres/555?format=json,112_HRES_555,To commemorate the life and accomplishments of Whitney Elizabeth Houston over the past 48 years; and expressing the condolences of the House of Representatives to her family upon her death.
p000149,106,HR,2110,1999-06-09,1999-06-18,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/106/hr/2110?format=json,106_HR_2110,Northern Ireland Peace and Reconciliation Act
p000149,105,HR,4494,1998-08-06,1998-08-13,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/105/hr/4494?format=json,105_HR_4494,Northern Ireland Peace and Reconciliation Act
m001184,118,HR,4726,2023-07-19,2023-07-21,Immigration,Referred to the Subcommittee on Health.,https://api.congress.gov/v3/bill/118/hr/4726?format=json,118_HR_4726,"To terminate the COVID-19 vaccination requirement for aliens, and for other purposes."
h001015,107,S,644,2001-03-29,2001-03-29,Immigration,Read twice and referred to the Committee on the Judiciary. (text of measure as introduced: CR S3154),https://api.congress.gov/v3/bill/107/s/644?format=json,107_S_644,Fort Smith INS Suboffice Act
f000328,106,HR,138,1999-01-06,1999-02-25,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/106/hr/138?format=json,106_HR_138,Forced Abortion Condemnation Act
f000328,105,HR,2570,1997-09-29,1998-06-18,Immigration,Subcommittee on East Asian and Pacific Affairs. Hearings held.,https://api.congress.gov/v3/bill/105/hr/2570?format=json,105_HR_2570,Forced Abortion Condemnation Act
f000447,109,HR,6238,2006-09-28,2006-09-28,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/6238?format=json,109_HR_6238,H1B SAFE Act
f000447,109,HR,5933,2006-07-27,2006-07-27,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/109/hr/5933?format=json,109_HR_5933,Business Travel Facilitation Act of 2006
f000447,110,HR,3194,2007-07-26,2007-09-10,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/3194?format=json,110_HR_3194,H1B Strengthening Anti-Fraud Effectiveness Act
r000568,110,HR,7057,2008-09-24,2008-09-24,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/110/hr/7057?format=json,110_HR_7057,Military Personnel Citizenship Processing Act
g000546,113,HR,830,2013-02-26,2013-04-08,Immigration,Referred to the Subcommittee on Immigration And Border Security.,https://api.congress.gov/v3/bill/113/hr/830?format=json,113_HR_830,SAVE Act of 2013
g000546,113,HR,425,2013-01-25,2013-02-28,Immigration,Referred to the Subcommittee on Immigration And Border Security.,https://api.congress.gov/v3/bill/113/hr/425?format=json,113_HR_425,"To prohibit the use of funds for the rule entitled ""Provisional Unlawful Presence Waivers of Inadmissibility for Certain Immediate Relatives"" published by the Department of Homeland Security on January 3, 2013 (78 Fed. Reg. 535)."
g000546,112,HR,6052,2012-06-28,2012-07-11,Immigration,Referred to the Subcommittee on Immigration Policy and Enforcement.,https://api.congress.gov/v3/bill/112/hr/6052?format=json,112_HR_6052,"To prohibit the use of funds for the rule entitled ""Provisional Unlawful Presence Waivers of Inadmissibility for Certain Immediate Relatives"" published by the Department of Homeland Security on April 2, 2012 (77 Fed. Reg. 19902)."
g000546,114,HR,6044,2016-09-15,2016-09-27,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hr/6044?format=json,114_HR_6044,"To limit the amount authorized to be appropriated to carry out chapter 2 of title IV of the Immigration and Nationality Act, relating to refugee resettlement."
g000546,114,HR,4726,2016-03-10,2016-03-10,Immigration,Referred to the House Committee on Homeland Security.,https://api.congress.gov/v3/bill/114/hr/4726?format=json,114_HR_4726,Preventing Illegal Visa Overstays Act of 2016
g000546,109,HR,1912,2005-04-27,2005-06-06,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/109/hr/1912?format=json,109_HR_1912,Emergency Immigration Workload Reduction and Homeland Security Enhancement Act of 2005
g000546,111,HR,5836,2010-07-22,2010-10-13,Immigration,Referred to the Subcommittee on Workforce Protections.,https://api.congress.gov/v3/bill/111/hr/5836?format=json,111_HR_5836,Border Security and Employee Verification Improvement Act of 2010
g000546,110,HR,5568,2008-03-10,2008-03-18,Immigration,"Referred to the Subcommittee on Border, Maritime, and Global Counterterrorism.",https://api.congress.gov/v3/bill/110/hr/5568?format=json,110_HR_5568,Start Building a Real Fence Act of 2008
g000546,110,HR,3064,2007-07-17,2007-08-10,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/3064?format=json,110_HR_3064,Emergency Immigration Workload Reduction and Homeland Security Enhancement Act of 2007
g000546,108,HR,2235,2003-05-22,2003-06-25,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/108/hr/2235?format=json,108_HR_2235,Emergency Immigration Workload Reduction and Homeland Security Enhancement Act of 2003
w000800,116,HR,3852,2019-07-18,2019-08-21,Immigration,"Referred to the Subcommittee on Border Security, Facilitation, and Operations.",https://api.congress.gov/v3/bill/116/hr/3852?format=json,116_HR_3852,Border Zone Reasonableness Restoration Act of 2019
w000800,115,HR,7132,2018-11-14,2018-11-14,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/115/hr/7132?format=json,115_HR_7132,Strengthening America's Public Schools Through Promoting Foreign Investment Act
w000800,115,HR,6462,2018-07-19,2018-09-19,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/6462?format=json,115_HR_6462,Border Zone Reasonableness Restoration Act of 2018
b001229,110,HR,5726,2008-04-08,2008-04-28,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/5726?format=json,110_HR_5726,"To amend the Immigration and Nationality Act to require prospective employers of H-1B nonimmigrants to participate in an educational, training, or mentorship program for United States workers."
e000258,96,HR,5855,1979-11-09,1979-11-09,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hr/5855?format=json,96_HR_5855,Violent Demonstration Deportation Act of 1979
a000362,111,HR,5237,2010-05-06,2010-06-15,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/111/hr/5237?format=json,111_HR_5237,Terrorist Expatriation Act
d000359,99,HR,4478,1986-03-21,1986-03-26,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/99/hr/4478?format=json,99_HR_4478,A bill to amend the Immigration and Nationality Act to provide for additional immigrant visa numbers for natives of certain foreign states which have had a significant decrease in immigration to the United States.
d000359,99,HR,1410,1985-03-05,1985-03-13,Immigration,Executive Comment Requested from Justice.,https://api.congress.gov/v3/bill/99/hr/1410?format=json,99_HR_1410,A bill to amend title III of the Immigration and Nationality Act to permit naturalization courts to retain one-half of all naturalization fees paid.
d000359,100,HR,4080,1988-03-03,1988-06-21,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/100/hr/4080?format=json,100_HR_4080,A bill to provide for the legalization of certain aliens and to provide for units of assessment to determine the qualification of aliens for such benefit.
d000359,100,HR,4079,1988-03-03,1988-06-21,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/100/hr/4079?format=json,100_HR_4079,"A bill to amend the Immigration and Nationality Act to provide lawful temporary resident status for certain aliens based upon petitions submitted to the Attorney General on behalf of such aliens by sponsoring employers and labor unions, and for other purposes."
d000359,100,HR,1683,1987-03-18,1988-06-21,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/100/hr/1683?format=json,100_HR_1683,A bill to amend the Immigration and Nationality Act to provide for additional immigration visa numbers for natives of certain foreign states which have had a significant decrease in immigration to the United States.
m000015,102,HR,3700,1991-11-01,1991-11-05,Immigration,"Referred to the Subcommittee on International Law, Immigration, and Refugees.",https://api.congress.gov/v3/bill/102/hr/3700?format=json,102_HR_3700,Authorizing the designation of Portugal under the visa waiver program under certain conditions.
m000015,103,HR,4707,1994-06-30,1994-08-11,Immigration,Subcommittee Hearings Held.,https://api.congress.gov/v3/bill/103/hr/4707?format=json,103_HR_4707,"To amend the Immigration and Nationality Act to make permanent the visa waiver program and to authorize, under certain conditions, the designation of certain member states of the European Union as visa waiver program countries."
m000015,103,HR,3348,1993-10-22,1993-10-25,Immigration,"Referred to the Subcommittee on International Law, Immigration, and Refugees.",https://api.congress.gov/v3/bill/103/hr/3348?format=json,103_HR_3348,"Authorizing the designation of Portugal, Ireland, and Greece under the visa waiver program under certain conditions."
f000152,93,HR,497,1973-01-03,1973-01-03,Immigration,Referred to House Committee on Ways and Means.,https://api.congress.gov/v3/bill/93/hr/497?format=json,93_HR_497,"A bill to amend title II of the Social Security Act to prevent the issuance of social security numbers to aliens who are illegally in the United States, and to prohibit the payment of aid or assistance under approved State public assistance plans, or the provision of assistance plans, or the provision of assistance in any form under any other Federal or federally aided program, to such aliens."
b000711,113,S,1817,2013-12-12,2013-12-12,Immigration,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/113/s/1817?format=json,113_S_1817,Humane Short Term Custody Act
b000711,112,SRES,448,2012-05-09,2012-09-22,"Arts, Culture, Religion",Resolution agreed to in Senate without amendment and with a preamble by Unanimous Consent. (text: CR 9/21/2012 S6676),https://api.congress.gov/v3/bill/112/sres/448?format=json,112_SRES_448,"A resolution recognizing the 100th anniversary of Hadassah, the Women's Zionist Organization of America, Inc."
b000711,112,SRES,122,2011-03-31,2011-03-31,"Arts, Culture, Religion","Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Unanimous Consent. (consideration: CR S2059-2060; text as passed Senate: CR S2060; text of measure as introduced: CR S2054)",https://api.congress.gov/v3/bill/112/sres/122?format=json,112_SRES_122,A resolution honoring the life and legacy of Elizabeth Taylor.
